id,county,fvo,type,name,status,review_class,verification,species_scope,source_status
J-STRUCT:d55d49b8be69b175b265e408,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Skalltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:d55e82e996003370c82ac970,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Skorvtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:cb7eac1449d2a8f25542c807,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Slåttjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:aa4cd061e772ee4da2e6cac9,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Slåttmyrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:8711b263809e3b8f57b2bc1f,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Stor-Örasjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f778cbdc106a374a86070c38,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Södra Örasjötjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:45ad54334381c3e9ccc53b55,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Sönnersttjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a732c821e78b8136c041805a,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Tivsjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:02719812f5f0599c7e3a5559,Jämtland,Albackens Jakt & Fiskecamp kfo,Vattendrag,Tivsjöån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:334d43d7a61294597e44eafe,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Västanbäck-Örasjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:bd2dc5421483571b6377ded7,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Yttertjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:350546146fb72d68284abefa,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Öraåtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:d21e0af63d31c2c0b2b300aa,Jämtland,Albackens Jakt & Fiskecamp kfo,Sjö,Östmyrloken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:9b163c56ea9b2505c9b2d315,Jämtland,Ankarvattnet-Lejarens kfo,Sjö,Ankarvattnet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:5c080e7a0b5d8638386910e0,Jämtland,Ankarvattnet-Lejarens kfo,Vattendrag,Blåsjöälven,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:d8487745ec5ae3a30eaa66b3,Jämtland,Ankarvattnet-Lejarens kfo,Vattendrag,Klockarmyrbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:aceaf0e49bcf60252d3977c9,Jämtland,Ankarvattnet-Lejarens kfo,Sjö,Lejarflyn,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:3da027c99cc9ab889f951c75,Jämtland,Ankarvattnet-Lejarens kfo,Vattendrag,Lejarälven,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:01092c5e5b0f2b756a2c8a88,Jämtland,Ankarvattnet-Lejarens kfo,Vattendrag,Lillvattsbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:81ead589d4a49177b7d71d38,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Bambäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:501a6f42736ac17a2a32be00,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Bodflobäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:0951d4b0f0e7f9d6895ee4d2,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Bodflotjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:95e3a1fbd64cc4330d92eac6,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Dödtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:8799f42c34274441284fa702,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Edsmyrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:9563c0253b8fc19d5ed1bc6f,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Envägsån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4f81206af81a9c7dd58969f8,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Envågsån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a698f78455c9f48e4f440992,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Faxälven,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f3861fb08b836584b566b426,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Lermyrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:dd3c3764d98519b46e1a78fb,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Lill-Lermyrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:399b8d98e0b37b73c79aecef,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Lilltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:3495ef2ed4ef96b7cce158d7,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Långmarkbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:07083ce6fea35122115baf6e,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Nedre Vågstjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:b9548f993953324f7f1dc32a,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Nordbodsjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:ef7de94dce1887efca294475,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Nymyrbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f8824ecf7ccd2784acd261e5,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Ormtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:ed337f2f42aac28bb1533ccf,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Skalflotjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:5a326dbd5eb1d7973c62be45,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Skarvsjöbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:ce22d46d6c49793879a53622,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Spettnäsbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:95e9f0c4a13821a507aa1a77,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Spjutån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:47baeccef39d031cddc35fc8,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Stormyrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a9df4586c60c3802ac6df9ed,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Tjärnmyrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:9f6c0ed42c70770ef3a58b0f,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Vägsån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:ee39162c774f0adc3a09aa21,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Vägsån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a72f98a564496f14237e7021,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vattendrag,Vågsån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4f9671f9b9ea0fdaf24afd26,Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Sjö,Övre Spettnästjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:9d23cba48962a9debe4e4515,Jämtland,Bruksvallarnas kfo,Vattendrag,Anån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f6d3ebc88f0d25f24b8f5947,Jämtland,Bruksvallarnas kfo,Vattendrag,Bränneggbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:247cd828b048ab5bcf4b7d06,Jämtland,Bruksvallarnas kfo,Sjö,Bränneggtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:aa036ba1a4790b7c4760c5d7,Jämtland,Bruksvallarnas kfo,Sjö,Bränneggtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:aa95a043a93b312ee606b7db,Jämtland,Bruksvallarnas kfo,Sjö,Bränneggtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:c06ca1ac81169a3c697f6e0d,Jämtland,Bruksvallarnas kfo,Sjö,Bränneggtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:e90b8650b96923f8aff393d2,Jämtland,Bruksvallarnas kfo,Sjö,Bränneggtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a3f05c4c7a279787cfc01ff5,Jämtland,Bruksvallarnas kfo,Sjö,Dalatjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:5b4d1a8157a9997ed7137a92,Jämtland,Bruksvallarnas kfo,Vattendrag,Djupdalsbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:07fa4b03ec9cb0c5fe2b821a,Jämtland,Bruksvallarnas kfo,Sjö,Djuptjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:e34b384396911a2c74cb21bc,Jämtland,Bruksvallarnas kfo,Sjö,Falktjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:7371d82be14b6e1dd28e9b5f,Jämtland,Bruksvallarnas kfo,Sjö,Fålåtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:1f7f107b9815b433bc1400d5,Jämtland,Bruksvallarnas kfo,Sjö,Grönsjöarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:31dcd936f2930d1cb0934e31,Jämtland,Bruksvallarnas kfo,Sjö,Grönsjöarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:b631f1718272871562d9e361,Jämtland,Bruksvallarnas kfo,Sjö,Grönsjöarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:3b17541f5a17ffc9e0c4edbf,Jämtland,Bruksvallarnas kfo,Sjö,Jonsahålet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f8da30786938d80ea9ba39df,Jämtland,Bruksvallarnas kfo,Sjö,Kläpptjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:d371914639ab5949acdcd47b,Jämtland,Bruksvallarnas kfo,Sjö,Kroktjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:ee13838ee58d2af6a8774cee,Jämtland,Bruksvallarnas kfo,Sjö,Lill-Långtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:eabc603f1f5cb50193413af2,Jämtland,Bruksvallarnas kfo,Vattendrag,Lill-Storbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
